Title,Price,Location,Erstzulassung,Kilometerstand,Leistung,Treibstoff,Getriebeart,Fahrzeugtyp,Vorbesitzer,Zustand,Antrieb,CO₂-Ausstoß,Verbrauch,Anzahl Türen,Anzahl Sitze,RestAttributes,Equipment
Audi Q5 SQ5 SUV / Geländewagen,€ 23.500,"8990 Bad Aussee Liezen, Steiermark ",07/2013,189.000 km,313 PS (230 kW),Diesel,Automatik,SUV / Geländewagen,NaN,Gebrauchtwagen,Allrad,NaN,NaN,5,5,"{'Außenfarbe': 'Schwarz', '§57a ""Pickerl""': '', 'Pickerl gültig bis': '11.2023', 'Servicegepflegt': ''}","['ABS', 'Abstandstempomat', 'Alarmanlage', 'Anhängerkupplung', 'Antriebsschlupfregelung (ASR)', 'Bluetooth / USB', 'Bordcomputer', 'Dachgepäckträger', 'Dachreling', 'Einparkhilfe', 'elektr. Fensterheber', 'elektr. Sitze', 'elektr. Spiegel', 'Fernlichtassistent', 'Freisprecheinrichtung', 'Klimaanlage', 'Klimaautomatik', 'Kollisionswarner', 'Kopfairbags', 'Lederausstattung', 'Lederlenkrad', 'Leichtmetall-/Alufelgen', 'Navigationssystem', 'Nebelscheinwerfer', 'Nichtraucherfahrzeug', 'Notbremsassistent', 'Panoramadach', 'Parksensor hinten', 'Parksensor vorne & hinten', 'Rückfahrkamera', 'Schaltwippen', 'Schiebedach', 'Schisack', 'Seitenairbags', 'Servicegepflegt', 'Sitzheizung', 'Sperrdifferential', 'Stabilitätsprogramme (ESP)', 'Standheizung', 'Start/Stopp-Automatik', 'Tagfahrlicht', 'Tempomat', 'Xenon', 'Zentralverriegelung']"
"Audi Q2 1,6 TDI Sport, 1.Besitz SUV / Geländewagen",€ 20.950,"Badenerstrasse 27 2514 Traiskirchen Baden, Niederösterreich ",12/2016,48.328 km,116 PS (85 kW),Diesel,Schaltgetriebe,SUV / Geländewagen,1,Gebrauchtwagen,Vorderrad,114 g/km,"4,40 l/100km",5,5,"{'Hubraum': '1.598 ccm', 'Zylinder': '4', 'Außenfarbe': 'Weiß', 'Abgasnorm': 'EURO 6', 'Gewährleistung': '', '§57a ""Pickerl""': '', 'Pickerl gültig bis': '12.2023', 'Servicegepflegt': ''}","['8-fach Bereift', 'ABS', 'Abstandstempomat', 'Antriebsschlupfregelung (ASR)', 'Beifahrerairbags', 'Bluetooth / USB', 'Bordcomputer', 'CD Player', 'elektr. Fensterheber', 'elektr. Spiegel', 'Fahrerairbag', 'Freisprecheinrichtung', 'ISOFIX', 'Klimaanlage', 'Klimaautomatik', 'Kollisionswarner', 'Kopfairbags', 'Kurvenfahrlicht', 'Lederlenkrad', 'Leichtmetall-/Alufelgen', 'Lichtsensor', 'Mittelarmlehne', 'Multifunktionslenkrad', 'Navigationssystem', 'Nebelscheinwerfer', 'Nichtraucherfahrzeug', 'Parksensor hinten', 'Parksensor vorne & hinten', 'Radio', 'Regensensor', 'Reifendrucksensor', 'Seitenairbags', 'Servicegepflegt', 'Servolenkung', 'Sitzheizung', 'Sportsitze', 'Stabilitätsprogramme (ESP)', 'Start/Stopp-Automatik', 'Tagfahrlicht', 'Tempomat', 'Xenon', 'Zentralverriegelung']"
Audi A4 Avant 40 TDI S line Kombi / Family Van,€ 53.490,"Bundesstrasse 10 8753 Fohnsdorf Murtal, Steiermark ",5/2021,30.130 km,204 PS (150 kW),Diesel,Automatik,Kombi / Family Van,NaN,Gebrauchtwagen,Allrad,141 g/km,NaN,4,5,"{'Hubraum': '1.968 ccm', 'Außenfarbe': 'Schwarz', 'Metallic\xadlackierung': '', 'Gewährleistung': '', '§57a ""Pickerl""': ''}","['ABS', 'Abstandstempomat', 'Anhängerkupplung', 'Antriebsschlupfregelung (ASR)', 'Aut. Heckklappe', 'Beifahrerairbags', 'Bluetooth / USB', 'Bordcomputer', 'Dachreling', 'elektr. Fensterheber', 'elektr. Spiegel', 'Freisprecheinrichtung', 'ISOFIX', 'Klimaanlage', 'Klimaautomatik', 'LED-Scheinwerfer', 'Leichtmetall-/Alufelgen', 'Metallic-Lackierung', 'Mittelarmlehne', 'Multifunktionslenkrad', 'Navigationssystem', 'Parksensor hinten', 'Parksensor vorne & hinten', 'Rückfahrkamera', 'Seitenairbags', 'Stabilitätsprogramme (ESP)', 'Tempomat']"
Audi A3 Sportback 30 TDI intense Limousine,€ 36.290,"Bundesstrasse 10 8753 Fohnsdorf Murtal, Steiermark ",3/2023,1 km,116 PS (85 kW),Diesel,Schaltgetriebe,Limousine,NaN,Gebrauchtwagen,Vorderrad,119 g/km,NaN,4,5,"{'Hubraum': '1.968 ccm', 'Außenfarbe': 'Grau', 'Metallic\xadlackierung': '', 'Gewährleistung': '', '§57a ""Pickerl""': ''}","['Bluetooth / USB', 'elektr. Spiegel', 'Freisprecheinrichtung', 'Klimaanlage', 'Klimaautomatik', 'Kopfairbags', 'Lederausstattung', 'Lederlenkrad', 'LED-Scheinwerfer', 'Leichtmetall-/Alufelgen', 'Lichtsensor', 'Lordosenstütze', 'Metallic-Lackierung', 'Mittelarmlehne', 'Multifunktionslenkrad', 'Parksensor hinten', 'Radio', 'Reifendrucksensor', 'Rückfahrkamera', 'Seitenairbags', 'Sitzheizung', 'Tempomat']"
Audi Q3 Offroad Paket SUV / Geländewagen,€ 14.500,"Froschzeile 2000 Stockerau Korneuburg, Niederösterreich ",04/2013,207.000 km,140 PS (103 kW),Diesel,Schaltgetriebe,SUV / Geländewagen,2,Gebrauchtwagen,Allrad,NaN,NaN,5,5,"{'Außenfarbe': 'Schwarz', '§57a ""Pickerl""': '', 'Pickerl gültig bis': '05.2023'}","['8-fach Bereift', 'ABS', 'Alarmanlage', 'Antriebsschlupfregelung (ASR)', 'Bluetooth / USB', 'Bordcomputer', 'CD Player', 'Dachreling', 'elektr. Fensterheber', 'elektr. Spiegel', 'Fahrerairbag', 'Frontscheibenheizung', 'Klimaanlage', 'Klimaautomatik', 'Lederlenkrad', 'LED-Scheinwerfer', 'Leichtmetall-/Alufelgen', 'Mittelarmlehne', 'Nichtraucherfahrzeug', 'Parksensor hinten', 'Parksensor vorne & hinten', 'Radio', 'Reifendrucksensor', 'Schisack', 'Servolenkung', 'Sitzheizung', 'Sportsitze', 'Stabilitätsprogramme (ESP)', 'Standheizung', 'Start/Stopp-Automatik', 'Tagfahrlicht', 'Tempomat', 'Xenon', 'Zentralverriegelung']"
Audi A3 Sportback 30 TDI intense Limousine,€ 35.990,"Bundesstrasse 10 8753 Fohnsdorf Murtal, Steiermark ",3/2023,202 km,116 PS (85 kW),Diesel,Schaltgetriebe,Limousine,NaN,Gebrauchtwagen,Vorderrad,119 g/km,NaN,4,5,"{'Außenfarbe': 'Weiß', 'Hubraum': '1.968 ccm', 'Gewährleistung': '', '§57a ""Pickerl""': ''}","['Bluetooth / USB', 'elektr. Spiegel', 'Freisprecheinrichtung', 'Klimaanlage', 'Klimaautomatik', 'Kopfairbags', 'Lederausstattung', 'Lederlenkrad', 'LED-Scheinwerfer', 'Leichtmetall-/Alufelgen', 'Lichtsensor', 'Lordosenstütze', 'Mittelarmlehne', 'Multifunktionslenkrad', 'Parksensor hinten', 'Radio', 'Reifendrucksensor', 'Rückfahrkamera', 'Seitenairbags', 'Sitzheizung', 'Tempomat']"
Audi A3 Sportback 30 TDI intense Limousine,€ 35.990,"Bundesstrasse 10 8753 Fohnsdorf Murtal, Steiermark ",3/2023,202 km,116 PS (85 kW),Diesel,Schaltgetriebe,Limousine,NaN,Gebrauchtwagen,Vorderrad,119 g/km,NaN,4,5,"{'Außenfarbe': 'Schwarz', 'Hubraum': '1.968 ccm', 'Gewährleistung': '', '§57a ""Pickerl""': ''}","['Bluetooth / USB', 'elektr. Spiegel', 'Freisprecheinrichtung', 'Klimaanlage', 'Klimaautomatik', 'Kopfairbags', 'Lederausstattung', 'Lederlenkrad', 'LED-Scheinwerfer', 'Leichtmetall-/Alufelgen', 'Lichtsensor', 'Lordosenstütze', 'Mittelarmlehne', 'Multifunktionslenkrad', 'Parksensor hinten', 'Radio', 'Reifendrucksensor', 'Rückfahrkamera', 'Seitenairbags', 'Sitzheizung', 'Tempomat']"
"Audi Q2 1,4 TFSI COD Sport/virtuelles Cockpit/Navi/Kamera/SHZ/PDC/1.Besitz SUV / Geländewagen",€ 19.900,"Simmeringer Hauptstraße 351A 1110 Wien, 11. Bezirk, Simmering ",7/2018,78.000 km,150 PS (110 kW),Benzin,Schaltgetriebe,SUV / Geländewagen,1,Gebrauchtwagen,Vorderrad,124 g/km,"5,40 l/100km",4,5,"{'Hubraum': '1.395 ccm', 'Zylinder': '4', 'Außenfarbe': 'Schwarz', 'Abgasnorm': 'EURO 6', 'Metallic\xadlackierung': '', 'Gewährleistung': '', '§57a ""Pickerl""': '', 'Pickerl gültig bis': '7.2023', 'Servicegepflegt': '', 'Leasingfähig': '', 'MwSt. ausweisbar': ''}","['ABS', 'Antriebsschlupfregelung (ASR)', 'Aut. Heckklappe', 'Beifahrerairbags', 'Bluetooth / USB', 'Bordcomputer', 'CD Player', 'Einparkhilfe', 'elektr. Fensterheber', 'elektr. Spiegel', 'Fahrerairbag', 'Freisprecheinrichtung', 'Frontscheibenheizung', 'ISOFIX', 'Klimaanlage', 'Klimaautomatik', 'Komfortfahrwerk', 'Kopfairbags', 'Kurvenfahrlicht', 'Leasingfähig', 'Lederlenkrad', 'Leichtmetall-/Alufelgen', 'Lichtsensor', 'Lordosenstütze', 'Media-Interface / mp3', 'Metallic-Lackierung', 'Mittelarmlehne', 'Multifunktionslenkrad', 'MwSt. ausweisbar', 'Navigationssystem', 'Nichtraucherfahrzeug', 'Parksensor hinten', 'Parksensor vorne & hinten', 'Radio', 'Regensensor', 'Reifendrucksensor', 'Rückfahrkamera', 'Schisack', 'Seitenairbags', 'Servicegepflegt', 'Servolenkung', 'Sitzheizung', 'Stabilitätsprogramme (ESP)', 'Start/Stopp-Automatik', 'Tagfahrlicht', 'Tempomat', 'Zentralverriegelung']"
Audi e-tron 55 quattro 300 kW Business SUV / Geländewagen,€ 75.900,"Gniebing 84 8330 Feldbach Südoststeiermark, Steiermark ",3/2023,1 km,215 PS (158 kW),Elektro,Automatik,SUV / Geländewagen,NaN,Gebrauchtwagen,Allrad,NaN,NaN,4,5,"{'Außenfarbe': 'Schwarz', 'Gewährleistung': '', '§57a ""Pickerl""': ''}","['Abstandstempomat', 'Anhängerkupplung', 'Aut. Heckklappe', 'Beifahrerairbags', 'Bluetooth / USB', 'elektr. Spiegel', 'Freisprecheinrichtung', 'ISOFIX', 'Keyless entry', 'Klimaanlage', 'Klimaautomatik', 'Kopfairbags', 'Kurvenfahrlicht', 'Lederlenkrad', 'LED-Scheinwerfer', 'Leichtmetall-/Alufelgen', 'Media-Interface / mp3', 'Mittelarmlehne', 'Multifunktionslenkrad', 'Navigationssystem', 'Parksensor hinten', 'Parksensor vorne & hinten', 'Radio', 'Reifendrucksensor', 'Rückfahrkamera', 'Schaltwippen', 'Seitenairbags', 'Sitzheizung', 'Spurhalteassistent', 'Tagfahrlicht', 'Tempomat', 'Zentralverriegelung']"
Audi A3 Sportback 30 TFSI S line exterieur Limousine,€ 36.990,"Gniebing 84 8330 Feldbach Südoststeiermark, Steiermark ",3/2023,1 km,110 PS (81 kW),Benzin,Schaltgetriebe,Limousine,NaN,Gebrauchtwagen,Vorderrad,132 g/km,NaN,4,5,"{'Außenfarbe': 'Weiß', 'Hubraum': '999 ccm', 'Gewährleistung': '', '§57a ""Pickerl""': ''}","['Bluetooth / USB', 'elektr. Spiegel', 'Freisprecheinrichtung', 'ISOFIX', 'Klimaanlage', 'Klimaautomatik', 'Kopfairbags', 'Lederlenkrad', 'LED-Scheinwerfer', 'Leichtmetall-/Alufelgen', 'Lichtsensor', 'Multifunktionslenkrad', 'Parksensor hinten', 'Radio', 'Reifendrucksensor', 'Seitenairbags', 'Sportsitze', 'Tempomat']"
Audi A5 2.0 TFSI quattro Sportwagen / Coupé,€ 35.990,"Gniebing 84 8330 Feldbach Südoststeiermark, Steiermark ",7/2017,80.102 km,252 PS (185 kW),Benzin,Automatik,Sportwagen / Coupé,NaN,Gebrauchtwagen,Allrad,144 g/km,NaN,2,4,"{'Hubraum': '1.984 ccm', 'Außenfarbe': 'Schwarz', 'Metallic\xadlackierung': '', 'Gewährleistung': '', '§57a ""Pickerl""': ''}","['Beifahrerairbags', 'Bluetooth / USB', 'elektr. Spiegel', 'Freisprecheinrichtung', 'ISOFIX', 'Keyless entry', 'Klimaanlage', 'Klimaautomatik', 'Kopfairbags', 'Lederausstattung', 'Lederlenkrad', 'Leichtmetall-/Alufelgen', 'Lichtsensor', 'Metallic-Lackierung', 'Mittelarmlehne', 'Multifunktionslenkrad', 'Panoramadach', 'Reifendrucksensor', 'Rückfahrkamera', 'Seitenairbags', 'Tempomat', 'Zentralverriegelung']"
Audi e-tron 50 quattro 230 kW Business SUV / Geländewagen,€ 69.990,"Gniebing 84 8330 Feldbach Südoststeiermark, Steiermark ",3/2023,1 km,215 PS (158 kW),Elektro,Automatik,SUV / Geländewagen,NaN,Gebrauchtwagen,Allrad,NaN,NaN,4,5,"{'Außenfarbe': 'Silber', 'Metallic\xadlackierung': '', 'Gewährleistung': '', '§57a ""Pickerl""': '', 'MwSt. ausweisbar': ''}","['Abstandstempomat', 'Aut. Heckklappe', 'Beifahrerairbags', 'Bluetooth / USB', 'Dachreling', 'elektr. Spiegel', 'Freisprecheinrichtung', 'Head-Up-Display', 'ISOFIX', 'Keyless entry', 'Klimaanlage', 'Klimaautomatik', 'Kopfairbags', 'Kurvenfahrlicht', 'Lederlenkrad', 'LED-Scheinwerfer', 'Leichtmetall-/Alufelgen', 'Lenkradheizung', 'Media-Interface / mp3', 'Metallic-Lackierung', 'Mittelarmlehne', 'Multifunktionslenkrad', 'MwSt. ausweisbar', 'Navigationssystem', 'Parksensor hinten', 'Parksensor vorne & hinten', 'Radio', 'Reifendrucksensor', 'Rückfahrkamera', 'Schaltwippen', 'Seitenairbags', 'Sitzheizung', 'Spurhalteassistent', 'Standheizung', 'Tagfahrlicht', 'Tempomat', 'Zentralverriegelung']"
Audi Q3 35 TFSI intense SUV / Geländewagen,€ 39.990,"Gniebing 84 8330 Feldbach Südoststeiermark, Steiermark ",2/2023,1 km,150 PS (110 kW),Benzin,Schaltgetriebe,SUV / Geländewagen,NaN,Gebrauchtwagen,Vorderrad,144 g/km,NaN,4,5,"{'Hubraum': '1.498 ccm', 'Außenfarbe': 'Rot', 'Metallic\xadlackierung': '', 'Gewährleistung': '', '§57a ""Pickerl""': ''}","['ABS', 'Abstandstempomat', 'Anhängerkupplung', 'Antriebsschlupfregelung (ASR)', 'Aut. Heckklappe', 'Beifahrerairbags', 'Bluetooth / USB', 'Dachreling', 'elektr. Spiegel', 'Freisprecheinrichtung', 'ISOFIX', 'Klimaanlage', 'Klimaautomatik', 'Kopfairbags', 'Lederlenkrad', 'LED-Scheinwerfer', 'Leichtmetall-/Alufelgen', 'Media-Interface / mp3', 'Metallic-Lackierung', 'Mittelarmlehne', 'Multifunktionslenkrad', 'Navigationssystem', 'Parksensor hinten', 'Parksensor vorne & hinten', 'Radio', 'Reifendrucksensor', 'Rückfahrkamera', 'Seitenairbags', 'Sitzheizung', 'Stabilitätsprogramme (ESP)', 'Tagfahrlicht', 'Tempomat']"
Audi Q3 Sportback 35 TFSI S line SUV / Geländewagen,€ 49.990,"Gniebing 84 8330 Feldbach Südoststeiermark, Steiermark ",3/2023,1 km,150 PS (110 kW),Benzin,Automatik,SUV / Geländewagen,NaN,Gebrauchtwagen,Vorderrad,151 g/km,NaN,4,5,"{'Hubraum': '1.498 ccm', 'Außenfarbe': 'Grau', 'Metallic\xadlackierung': '', 'Gewährleistung': '', '§57a ""Pickerl""': ''}","['ABS', 'Anhängerkupplung', 'Antriebsschlupfregelung (ASR)', 'Beifahrerairbags', 'Bluetooth / USB', 'elektr. Spiegel', 'Freisprecheinrichtung', 'ISOFIX', 'Klimaanlage', 'Klimaautomatik', 'Kopfairbags', 'Lederlenkrad', 'LED-Scheinwerfer', 'Leichtmetall-/Alufelgen', 'Media-Interface / mp3', 'Metallic-Lackierung', 'Mittelarmlehne', 'Multifunktionslenkrad', 'Radio', 'Reifendrucksensor', 'Rückfahrkamera', 'Seitenairbags', 'Stabilitätsprogramme (ESP)']"
"Audi A6 2.0TDI, 140CP Limousine",€ 4.500,2700 Wiener Neustadt Niederösterreich ,01/2006,411.000 km,140 PS (103 kW),Diesel,Schaltgetriebe,Limousine,2,Gebrauchtwagen,Vorderrad,NaN,NaN,4,5,"{'Außenfarbe': 'Silber', 'Gewährleistung': '', '§57a ""Pickerl""': '', 'Pickerl gültig bis': '05.2023'}",NaN
"Audi A8 3,0 TDI quattro  / AHK / Massage / HeadUp / BOSE / Limousine",€ 27.990,Kärntner Straße 115 8053 Graz Steiermark ,2/2014,194.500 km,258 PS (190 kW),Diesel,Automatik,Limousine,NaN,Gebrauchtwagen,Allrad,155 g/km,"5,90 l/100km",4,5,"{'Hubraum': '2.967 ccm', 'Zylinder': '6', 'Außenfarbe': 'Blau', 'Abgasnorm': 'EURO 6', 'Metallic\xadlackierung': '', 'Gewährleistung': '', '§57a ""Pickerl""': '', 'Pickerl gültig bis': '2.2024', 'Garantie': '', 'Servicegepflegt': ''}","['ABS', 'Alarmanlage', 'Anhängerkupplung', 'Antriebsschlupfregelung (ASR)', 'Aut. Heckklappe', 'Beifahrerairbags', 'Bluetooth / USB', 'Bordcomputer', 'CD Player', 'Einparkhilfe', 'elektr. Fensterheber', 'elektr. Sitze', 'elektr. Spiegel', 'Fahrerairbag', 'Freisprecheinrichtung', 'Head-Up-Display', 'ISOFIX', 'Klimaanlage', 'Klimaautomatik', 'Kollisionswarner', 'Kopfairbags', 'Lederausstattung', 'Lederlenkrad', 'LED-Scheinwerfer', 'Leichtmetall-/Alufelgen', 'Lichtsensor', 'Lordosenstütze', 'Media-Interface / mp3', 'Metallic-Lackierung', 'Mittelarmlehne', 'Multifunktionslenkrad', 'Navigationssystem', 'Nichtraucherfahrzeug', 'Parksensor hinten', 'Parksensor vorne & hinten', 'Radio', 'Regensensor', 'Reifendrucksensor', 'Rückfahrkamera', 'Schaltwippen', 'Seitenairbags', 'Servicegepflegt', 'Servolenkung', 'Sitzheizung', 'Spurhalteassistent', 'Stabilitätsprogramme (ESP)', 'Standheizung', 'Start/Stopp-Automatik', 'Tagfahrlicht', 'Tempomat', 'Totwinkelassistent', 'Xenon', 'Zentralverriegelung']"
Audi A3 S3 2.0 TFSI quattro **NANOGRAU** Limousine,€ 35.490,"Innstraße 11 6122 Fritzens Innsbruck-Land, Tirol ",2/2017,101.000 km,310 PS (228 kW),Benzin,Automatik,Limousine,2,Gebrauchtwagen,Allrad,152 g/km,"6,60 l/100km",5,5,"{'Hubraum': '1.984 ccm', 'Zylinder': '4', 'Außenfarbe': 'Grau', 'Abgasnorm': 'EURO 6', 'Gewährleistung': '', 'Servicegepflegt': ''}","['ABS', 'Alarmanlage', 'Antriebsschlupfregelung (ASR)', 'Beifahrerairbags', 'Bluetooth / USB', 'Bordcomputer', 'CD Player', 'Dachreling', 'Einparkhilfe', 'elektr. Fensterheber', 'elektr. Spiegel', 'Fahrerairbag', 'Fernlichtassistent', 'Freisprecheinrichtung', 'Handy induktiv laden', 'ISOFIX', 'Klimaanlage', 'Klimaautomatik', 'Kopfairbags', 'Kurvenfahrlicht', 'Lederausstattung', 'Lederlenkrad', 'LED-Scheinwerfer', 'Leichtmetall-/Alufelgen', 'Lichtsensor', 'Lordosenstütze', 'Media-Interface / mp3', 'Mittelarmlehne', 'Multifunktionslenkrad', 'Navigationssystem', 'Parksensor hinten', 'Radio', 'Regensensor', 'Reifendrucksensor', 'Schaltwippen', 'Seitenairbags', 'Servicegepflegt', 'Servolenkung', 'Sitzheizung', 'Sportfahrwerk', 'Sportpaket', 'Sportsitze', 'Stabilitätsprogramme (ESP)', 'Start/Stopp-Automatik', 'Tagfahrlicht', 'Tempomat', 'Zentralverriegelung']"
Audi Q3 Sportback 35 TFSI SUV / Geländewagen,€ 52.990,Weinzöttlstraße 15 8045 Graz Steiermark ,3/2023,201 km,150 PS (110 kW),Benzin,Automatik,SUV / Geländewagen,NaN,Gebrauchtwagen,Vorderrad,159 g/km,NaN,4,5,"{'Hubraum': '1.498 ccm', 'Außenfarbe': 'Rot', 'Metallic\xadlackierung': '', 'Gewährleistung': '', '§57a ""Pickerl""': ''}","['ABS', 'Abstandstempomat', 'Antriebsschlupfregelung (ASR)', 'Beifahrerairbags', 'Bluetooth / USB', 'elektr. Spiegel', 'Freisprecheinrichtung', 'ISOFIX', 'Klimaanlage', 'Klimaautomatik', 'Kopfairbags', 'Lederlenkrad', 'LED-Scheinwerfer', 'Leichtmetall-/Alufelgen', 'Media-Interface / mp3', 'Metallic-Lackierung', 'Mittelarmlehne', 'Multifunktionslenkrad', 'Panoramadach', 'Parksensor hinten', 'Parksensor vorne & hinten', 'Radio', 'Reifendrucksensor', 'Rückfahrkamera', 'Seitenairbags', 'Stabilitätsprogramme (ESP)', 'Tempomat']"
Audi Q3 Sportback 40 TFSI quattro SUV / Geländewagen,€ 56.490,Weinzöttlstraße 15 8045 Graz Steiermark ,3/2023,201 km,190 PS (140 kW),Benzin,Automatik,SUV / Geländewagen,NaN,Gebrauchtwagen,Allrad,185 g/km,NaN,4,5,"{'Hubraum': '1.984 ccm', 'Außenfarbe': 'Silber', 'Metallic\xadlackierung': '', 'Gewährleistung': '', '§57a ""Pickerl""': ''}","['ABS', 'Antriebsschlupfregelung (ASR)', 'Beifahrerairbags', 'Bluetooth / USB', 'elektr. Spiegel', 'Freisprecheinrichtung', 'ISOFIX', 'Klimaanlage', 'Klimaautomatik', 'Kopfairbags', 'Lederausstattung', 'Lederlenkrad', 'LED-Scheinwerfer', 'Leichtmetall-/Alufelgen', 'Media-Interface / mp3', 'Metallic-Lackierung', 'Mittelarmlehne', 'Multifunktionslenkrad', 'Radio', 'Reifendrucksensor', 'Rückfahrkamera', 'Seitenairbags', 'Stabilitätsprogramme (ESP)']"
Audi Q3 Sportback 35 TFSI SUV / Geländewagen,€ 43.490,Weinzöttlstraße 15 8045 Graz Steiermark ,3/2023,6.000 km,150 PS (110 kW),Benzin,Automatik,SUV / Geländewagen,NaN,Gebrauchtwagen,Vorderrad,149 g/km,NaN,4,5,"{'Hubraum': '1.498 ccm', 'Außenfarbe': 'Silber', 'Metallic\xadlackierung': '', 'Gewährleistung': '', '§57a ""Pickerl""': ''}","['ABS', 'Antriebsschlupfregelung (ASR)', 'Beifahrerairbags', 'Bluetooth / USB', 'elektr. Spiegel', 'Freisprecheinrichtung', 'ISOFIX', 'Klimaanlage', 'Klimaautomatik', 'Kopfairbags', 'Lederlenkrad', 'LED-Scheinwerfer', 'Leichtmetall-/Alufelgen', 'Media-Interface / mp3', 'Metallic-Lackierung', 'Mittelarmlehne', 'Multifunktionslenkrad', 'Radio', 'Reifendrucksensor', 'Rückfahrkamera', 'Seitenairbags', 'Stabilitätsprogramme (ESP)', 'Tagfahrlicht']"
Audi Q3 35 TFSI intense SUV / Geländewagen,€ 39.990,Weinzöttlstraße 15 8045 Graz Steiermark ,3/2023,201 km,150 PS (110 kW),Benzin,Automatik,SUV / Geländewagen,NaN,Gebrauchtwagen,Vorderrad,149 g/km,NaN,4,5,"{'Hubraum': '1.498 ccm', 'Außenfarbe': 'Silber', 'Metallic\xadlackierung': '', 'Gewährleistung': '', '§57a ""Pickerl""': ''}","['ABS', 'Anhängerkupplung', 'Antriebsschlupfregelung (ASR)', 'Aut. Heckklappe', 'Beifahrerairbags', 'Bluetooth / USB', 'Dachreling', 'elektr. Spiegel', 'Freisprecheinrichtung', 'ISOFIX', 'Klimaanlage', 'Klimaautomatik', 'Kopfairbags', 'Lederlenkrad', 'LED-Scheinwerfer', 'Leichtmetall-/Alufelgen', 'Media-Interface / mp3', 'Metallic-Lackierung', 'Mittelarmlehne', 'Multifunktionslenkrad', 'Navigationssystem', 'Parksensor hinten', 'Parksensor vorne & hinten', 'Radio', 'Reifendrucksensor', 'Rückfahrkamera', 'Seitenairbags', 'Sitzheizung', 'Stabilitätsprogramme (ESP)', 'Tagfahrlicht', 'Tempomat']"
Audi Q3 1.4 TFSI cod ultra intense + Kombi / Family Van,€ 24.490,Weinzöttlstraße 15 8045 Graz Steiermark ,1/2018,40.676 km,150 PS (110 kW),Benzin,Schaltgetriebe,Kombi / Family Van,NaN,Gebrauchtwagen,Vorderrad,127 g/km,NaN,4,5,"{'Hubraum': '1.395 ccm', 'Außenfarbe': 'Grau', 'Metallic\xadlackierung': '', 'Gewährleistung': '', '§57a ""Pickerl""': ''}","['ABS', 'Alarmanlage', 'Antriebsschlupfregelung (ASR)', 'Aut. Heckklappe', 'Beifahrerairbags', 'Dachreling', 'elektr. Fensterheber', 'elektr. Spiegel', 'ISOFIX', 'Klimaanlage', 'Klimaautomatik', 'Kopfairbags', 'Lederlenkrad', 'Leichtmetall-/Alufelgen', 'Lordosenstütze', 'Metallic-Lackierung', 'Mittelarmlehne', 'Multifunktionslenkrad', 'Navigationssystem', 'Parksensor hinten', 'Parksensor vorne & hinten', 'Reifendrucksensor', 'Rückfahrkamera', 'Seitenairbags', 'Sitzheizung', 'Sportsitze', 'Spurhalteassistent', 'Stabilitätsprogramme (ESP)', 'Tempomat']"
Audi A6 Avant TDI 2.0 Kombi / Family Van,€ 39.980,Weinzöttlstraße 15 8045 Graz Steiermark ,2/2020,61.000 km,204 PS (150 kW),Diesel,Automatik,Kombi / Family Van,NaN,Gebrauchtwagen,Vorderrad,150 g/km,NaN,4,5,"{'Hubraum': '1.968 ccm', 'Außenfarbe': 'Schwarz', 'Metallic\xadlackierung': '', 'Gewährleistung': '', '§57a ""Pickerl""': ''}","['ABS', 'Abstandstempomat', 'Antriebsschlupfregelung (ASR)', 'Aut. Heckklappe', 'Beifahrerairbags', 'Bluetooth / USB', 'elektr. Fensterheber', 'elektr. Spiegel', 'Freisprecheinrichtung', 'Kopfairbags', 'Lederlenkrad', 'Leichtmetall-/Alufelgen', 'Metallic-Lackierung', 'Mittelarmlehne', 'Multifunktionslenkrad', 'Navigationssystem', 'Notbremsassistent', 'Parksensor hinten', 'Parksensor vorne & hinten', 'Regensensor', 'Seitenairbags', 'Servolenkung', 'Sitzheizung', 'Stabilitätsprogramme (ESP)', 'Tempomat']"
Audi A4 1.9tdi Kombi / Family Van,€ 1.800,9020 Klagenfurt Kärnten ,04/2003,317.000 km,131 PS (96 kW),Diesel,Automatik,Kombi / Family Van,NaN,Gebrauchtwagen,Vorderrad,NaN,NaN,5,5,"{'Außenfarbe': 'Grau', 'Metallic\xadlackierung': '', '§57a ""Pickerl""': ''}","['ABS', 'Beifahrerairbags', 'Bluetooth / USB', 'Bordcomputer', 'CD Player', 'Dachreling', 'Einparkhilfe', 'elektr. Fensterheber', 'elektr. Spiegel', 'Klimaanlage', 'Klimaautomatik', 'Leichtmetall-/Alufelgen', 'Metallic-Lackierung', 'Mittelarmlehne', 'Nebelscheinwerfer', 'Parksensor hinten', 'Schisack', 'Seitenairbags', 'Sitzheizung']"
